subscriber_key,score_date,churn_risk_score,churn_risk_band,upsell_propensity,cross_sell_propensity,predicted_clv,clv_segment,next_best_action,model_version,confidence_score
18606,2026-01-28,0.02,Low,0.3467,0.2961,1068.52,Low,Engagement Campaign,v2.3.1,0.84
18607,2026-01-28,0.2728,Medium,0.1274,0.3004,3870.01,Medium,Engagement Campaign,v2.3.1,0.85
18608,2026-01-28,0.2077,Low,0.2142,0.4446,16445.03,High,Survey,v2.3.1,0.95
18609,2026-01-28,0.1528,Low,0.2785,0.4333,21875.12,High,Survey,v2.3.1,0.92
18610,2026-01-28,0.1497,Low,0.4207,0.187,2993.6,Medium,Referral Program,v2.3.1,0.93
18611,2026-01-28,0.1529,Low,0.3617,0.1835,3456.1,Medium,Survey,v2.3.1,0.91
18612,2026-01-28,0.282,Medium,0.3661,0.3358,3512.21,Medium,Engagement Campaign,v2.3.1,0.78
18613,2026-01-28,0.1535,Low,0.22,0.2719,16232.52,High,Survey,v2.3.1,0.72
18614,2026-01-28,0.0221,Low,0.4992,0.2186,4646.17,Medium,Referral Program,v2.3.1,0.72
18615,2026-01-28,0.02,Low,0.3385,0.4202,1004.2,Low,App Promotion,v2.3.1,0.92
18616,2026-01-28,0.0369,Low,0.3685,0.4169,685.27,Low,App Promotion,v2.3.1,0.95
18617,2026-01-28,0.1559,Low,0.4377,0.5934,8729.8,Medium,App Promotion,v2.3.1,0.84
18618,2026-01-28,0.1296,Low,0.4486,0.3307,3752.46,Medium,Survey,v2.3.1,0.77
18619,2026-01-28,0.95,High,0.05,0.5485,897.37,Low,Retention Offer,v2.3.1,0.92
18620,2026-01-28,0.95,High,0.05,0.1927,1033.91,Low,Personal Call,v2.3.1,0.92
18621,2026-01-28,0.02,Low,0.519,0.469,871.9,Low,5G Upgrade,v2.3.1,0.78
18622,2026-01-28,0.0368,Low,0.4394,0.1108,14777.66,High,App Promotion,v2.3.1,0.72
18623,2026-01-28,0.1497,Low,0.4059,0.1418,2239.23,Medium,Referral Program,v2.3.1,0.91
18624,2026-01-28,0.02,Low,0.501,0.2071,176280.56,High,Add-on Service,v2.3.1,0.8
18625,2026-01-28,0.95,High,0.05,0.5897,920.66,Low,Loyalty Reward,v2.3.1,0.74
18626,2026-01-28,0.1641,Low,0.2262,0.4641,4243.02,Medium,Survey,v2.3.1,0.7
18627,2026-01-28,0.1803,Low,0.1759,0.4336,20060.54,High,Survey,v2.3.1,0.71
18628,2026-01-28,0.237,Low,0.277,0.1892,3569.39,Medium,App Promotion,v2.3.1,0.72
18629,2026-01-28,0.2077,Low,0.4345,0.5289,512.09,Low,Survey,v2.3.1,0.88
18630,2026-01-28,0.3443,Medium,0.1599,0.4909,2200.2,Medium,App Promotion,v2.3.1,0.74
18631,2026-01-28,0.02,Low,0.4393,0.361,10337.49,High,App Promotion,v2.3.1,0.78
18632,2026-01-28,0.02,Low,0.5436,0.5025,11532.76,High,5G Upgrade,v2.3.1,0.94
18633,2026-01-28,0.1984,Low,0.4368,0.2022,1790.0,Low,Referral Program,v2.3.1,0.89
18634,2026-01-28,0.0506,Low,0.3109,0.1465,1925.23,Low,Engagement Campaign,v2.3.1,0.77
18635,2026-01-28,0.2137,Low,0.204,0.3263,3648.62,Medium,Engagement Campaign,v2.3.1,0.92
18636,2026-01-28,0.0627,Low,0.3796,0.468,3254.18,Medium,Engagement Campaign,v2.3.1,0.94
18637,2026-01-28,0.1694,Low,0.2186,0.2943,14696.21,High,Engagement Campaign,v2.3.1,0.76
18638,2026-01-28,0.1104,Low,0.5389,0.4412,18840.27,High,Device Offer,v2.3.1,0.78
18639,2026-01-28,0.1838,Low,0.1899,0.3188,3519.83,Medium,Survey,v2.3.1,0.72
18640,2026-01-28,0.0506,Low,0.3018,0.124,2245.32,Medium,Engagement Campaign,v2.3.1,0.78
18641,2026-01-28,0.1256,Low,0.3488,0.2853,4247.32,Medium,Survey,v2.3.1,0.9
18642,2026-01-28,0.1528,Low,0.2778,0.5037,1937.77,Low,App Promotion,v2.3.1,0.8
18643,2026-01-28,0.1875,Low,0.2373,0.153,1945.58,Low,Referral Program,v2.3.1,0.82
18644,2026-01-28,0.02,Low,0.503,0.2115,14738.39,High,5G Upgrade,v2.3.1,0.85
18645,2026-01-28,0.02,Low,0.5331,0.3446,3948.66,Medium,Plan Upgrade,v2.3.1,0.88
18646,2026-01-28,0.1131,Low,0.4519,0.1369,1234.16,Low,Survey,v2.3.1,0.94
18647,2026-01-28,0.0604,Low,0.3506,0.5801,7699.91,Medium,Survey,v2.3.1,0.79
18648,2026-01-28,0.1735,Low,0.4507,0.5147,2579.93,Medium,Engagement Campaign,v2.3.1,0.94
18649,2026-01-28,0.2239,Low,0.4121,0.4123,694.69,Low,Engagement Campaign,v2.3.1,0.85
18650,2026-01-28,0.126,Low,0.3845,0.5353,19377.66,High,Referral Program,v2.3.1,0.82
18651,2026-01-28,0.02,Low,0.6085,0.2737,4512.24,Medium,Add-on Service,v2.3.1,0.93
18652,2026-01-28,0.0268,Low,0.432,0.4692,10966.37,High,Survey,v2.3.1,0.82
18653,2026-01-28,0.0713,Low,0.4217,0.142,1100.15,Low,Survey,v2.3.1,0.89
18654,2026-01-28,0.02,Low,0.4694,0.2168,148593.39,High,Survey,v2.3.1,0.71
18655,2026-01-28,0.0532,Low,0.5599,0.478,8404.92,Medium,Add-on Service,v2.3.1,0.77
18656,2026-01-28,0.02,Low,0.4278,0.3133,4413.0,Medium,App Promotion,v2.3.1,0.88
18657,2026-01-28,0.1498,Low,0.4307,0.4311,4474.38,Medium,App Promotion,v2.3.1,0.76
18658,2026-01-28,0.0945,Low,0.5217,0.2628,5265.62,Medium,Device Offer,v2.3.1,0.93
18659,2026-01-28,0.0499,Low,0.3306,0.2155,24899.46,High,Referral Program,v2.3.1,0.82
18660,2026-01-28,0.1145,Low,0.3716,0.1621,1631.16,Low,Referral Program,v2.3.1,0.93
18661,2026-01-28,0.1337,Low,0.5029,0.5275,2892.84,Medium,Device Offer,v2.3.1,0.86
18662,2026-01-28,0.1448,Low,0.4805,0.5364,2089.41,Medium,Referral Program,v2.3.1,0.71
18663,2026-01-28,0.02,Low,0.5024,0.4007,3696.97,Medium,5G Upgrade,v2.3.1,0.92
18664,2026-01-28,0.95,High,0.05,0.1192,2191.63,Medium,Personal Call,v2.3.1,0.78
18665,2026-01-28,0.1039,Low,0.3536,0.2064,4355.28,Medium,Survey,v2.3.1,0.83
18666,2026-01-28,0.3319,Medium,0.0893,0.3212,987.43,Low,App Promotion,v2.3.1,0.85
18667,2026-01-28,0.02,Low,0.5492,0.5041,2790.49,Medium,Add-on Service,v2.3.1,0.71
18668,2026-01-28,0.0715,Low,0.4261,0.1418,24074.26,High,Survey,v2.3.1,0.93
18669,2026-01-28,0.95,High,0.05,0.4583,6994.85,Medium,Personal Call,v2.3.1,0.84
18670,2026-01-28,0.0592,Low,0.3525,0.3075,20579.38,High,Survey,v2.3.1,0.81
18671,2026-01-28,0.95,High,0.05,0.4733,976.23,Low,Retention Offer,v2.3.1,0.79
18672,2026-01-28,0.02,Low,0.3686,0.2604,29123.47,High,Referral Program,v2.3.1,0.76
18673,2026-01-28,0.062,Low,0.5621,0.1782,3579.2,Medium,Plan Upgrade,v2.3.1,0.82
18674,2026-01-28,0.233,Low,0.125,0.1842,1610.08,Low,Engagement Campaign,v2.3.1,0.73
18675,2026-01-28,0.1712,Low,0.3569,0.453,4367.28,Medium,Survey,v2.3.1,0.76
18676,2026-01-28,0.0987,Low,0.3699,0.47,1509.02,Low,Survey,v2.3.1,0.85
18677,2026-01-28,0.0839,Low,0.3541,0.3536,16022.5,High,Survey,v2.3.1,0.94
18678,2026-01-28,0.1589,Low,0.4393,0.4181,2886.63,Medium,Survey,v2.3.1,0.79
18679,2026-01-28,0.1857,Low,0.3995,0.3527,4166.51,Medium,App Promotion,v2.3.1,0.89
18680,2026-01-28,0.1692,Low,0.2642,0.3145,18658.64,High,Engagement Campaign,v2.3.1,0.89
18681,2026-01-28,0.1352,Low,0.2805,0.126,3464.84,Medium,Engagement Campaign,v2.3.1,0.82
18682,2026-01-28,0.1089,Low,0.459,0.5795,15800.5,High,Engagement Campaign,v2.3.1,0.87
18683,2026-01-28,0.2438,Low,0.3777,0.2653,2144.6,Medium,Engagement Campaign,v2.3.1,0.92
18684,2026-01-28,0.02,Low,0.5762,0.4653,1522.08,Low,Device Offer,v2.3.1,0.71
18685,2026-01-28,0.02,Low,0.3658,0.3924,1417.2,Low,Referral Program,v2.3.1,0.92
18686,2026-01-28,0.0476,Low,0.3087,0.4395,1471.56,Low,Engagement Campaign,v2.3.1,0.9
18687,2026-01-28,0.02,Low,0.5433,0.5683,3471.07,Medium,5G Upgrade,v2.3.1,0.92
18688,2026-01-28,0.02,Low,0.5421,0.15,169535.89,High,Add-on Service,v2.3.1,0.85
18689,2026-01-28,0.02,Low,0.3366,0.4699,1731.97,Low,App Promotion,v2.3.1,0.8
18690,2026-01-28,0.2309,Low,0.168,0.3283,4406.65,Medium,Survey,v2.3.1,0.8
18691,2026-01-28,0.317,Medium,0.1419,0.4799,22760.67,High,App Promotion,v2.3.1,0.89
18692,2026-01-28,0.1611,Low,0.2024,0.3758,10263.6,High,Survey,v2.3.1,0.92
18693,2026-01-28,0.0922,Low,0.5544,0.4889,18210.3,High,Device Offer,v2.3.1,0.82
18694,2026-01-28,0.1222,Low,0.4901,0.4771,1231.67,Low,Survey,v2.3.1,0.87
18695,2026-01-28,0.02,Low,0.4427,0.3551,1343.54,Low,App Promotion,v2.3.1,0.89
18696,2026-01-28,0.02,Low,0.4707,0.3267,2937.08,Medium,Engagement Campaign,v2.3.1,0.88
18697,2026-01-28,0.95,High,0.05,0.4555,2214.13,Medium,Retention Offer,v2.3.1,0.8
18698,2026-01-28,0.0871,Low,0.2955,0.1345,24097.0,High,Referral Program,v2.3.1,0.94
18699,2026-01-28,0.95,High,0.05,0.5467,1361.67,Low,Retention Offer,v2.3.1,0.74
18700,2026-01-28,0.1768,Low,0.1765,0.514,1843.15,Low,Engagement Campaign,v2.3.1,0.85
18701,2026-01-28,0.95,High,0.05,0.3669,1783.15,Low,Loyalty Reward,v2.3.1,0.86
18702,2026-01-28,0.95,High,0.05,0.3479,2351.11,Medium,Service Recovery,v2.3.1,0.79
18703,2026-01-28,0.1976,Low,0.2854,0.5069,2845.5,Medium,App Promotion,v2.3.1,0.73
18704,2026-01-28,0.1242,Low,0.4802,0.3595,1454.59,Low,App Promotion,v2.3.1,0.79
18705,2026-01-28,0.3984,Medium,0.1321,0.4856,2517.95,Medium,App Promotion,v2.3.1,0.85
18706,2026-01-28,0.1532,Low,0.2994,0.2804,2006.44,Medium,Survey,v2.3.1,0.85
18707,2026-01-28,0.02,Low,0.3569,0.4908,22105.97,High,Survey,v2.3.1,0.87
18708,2026-01-28,0.0713,Low,0.3082,0.4402,3944.78,Medium,Engagement Campaign,v2.3.1,0.88
18709,2026-01-28,0.0849,Low,0.4202,0.4044,4656.98,Medium,Engagement Campaign,v2.3.1,0.88
18710,2026-01-28,0.0987,Low,0.2652,0.1521,4447.09,Medium,App Promotion,v2.3.1,0.94
18711,2026-01-28,0.02,Low,0.3675,0.4437,966.5,Low,App Promotion,v2.3.1,0.93
18712,2026-01-28,0.95,High,0.05,0.2159,1752.07,Low,Retention Offer,v2.3.1,0.92
18713,2026-01-28,0.1004,Low,0.43,0.4673,2527.5,Medium,App Promotion,v2.3.1,0.88
18714,2026-01-28,0.1364,Low,0.4013,0.3082,1311.7,Low,App Promotion,v2.3.1,0.76
18715,2026-01-28,0.02,Low,0.6133,0.5925,22837.8,High,5G Upgrade,v2.3.1,0.77
18716,2026-01-28,0.1883,Low,0.369,0.1335,25311.18,High,Engagement Campaign,v2.3.1,0.73
18717,2026-01-28,0.2918,Medium,0.2658,0.1107,1991.74,Low,Survey,v2.3.1,0.77
18718,2026-01-28,0.95,High,0.05,0.3418,1361.12,Low,Service Recovery,v2.3.1,0.76
18719,2026-01-28,0.1689,Low,0.4307,0.2401,1284.51,Low,Referral Program,v2.3.1,0.74
18720,2026-01-28,0.2403,Low,0.3035,0.5781,2003.56,Medium,Survey,v2.3.1,0.9
18721,2026-01-28,0.95,High,0.05,0.2396,2031.4,Medium,Personal Call,v2.3.1,0.81
18722,2026-01-28,0.1054,Low,0.4325,0.3224,1412.68,Low,App Promotion,v2.3.1,0.94
18723,2026-01-28,0.1303,Low,0.4704,0.4388,1838.49,Low,App Promotion,v2.3.1,0.77
18724,2026-01-28,0.1031,Low,0.3722,0.1262,26528.82,High,Engagement Campaign,v2.3.1,0.77
18725,2026-01-28,0.1356,Low,0.472,0.1573,3186.12,Medium,Survey,v2.3.1,0.88
18726,2026-01-28,0.95,High,0.05,0.2415,1030.41,Low,Loyalty Reward,v2.3.1,0.8
18727,2026-01-28,0.02,Low,0.6074,0.2322,1675.5,Low,Add-on Service,v2.3.1,0.84
18728,2026-01-28,0.1822,Low,0.3814,0.3486,3446.36,Medium,Referral Program,v2.3.1,0.87
18729,2026-01-28,0.95,High,0.05,0.1183,1164.7,Low,Loyalty Reward,v2.3.1,0.89
18730,2026-01-28,0.02,Low,0.5173,0.1452,4379.32,Medium,Plan Upgrade,v2.3.1,0.86
18731,2026-01-28,0.1621,Low,0.2972,0.414,3675.5,Medium,Survey,v2.3.1,0.93
18732,2026-01-28,0.1661,Low,0.3206,0.5919,2198.09,Medium,App Promotion,v2.3.1,0.73
18733,2026-01-28,0.1881,Low,0.3389,0.345,1286.04,Low,Engagement Campaign,v2.3.1,0.85
18734,2026-01-28,0.0293,Low,0.5192,0.2751,2045.18,Medium,Add-on Service,v2.3.1,0.91
18735,2026-01-28,0.0949,Low,0.5017,0.1946,1850.53,Low,Device Offer,v2.3.1,0.87
18736,2026-01-28,0.1693,Low,0.3821,0.3625,1452.05,Low,Engagement Campaign,v2.3.1,0.84
18737,2026-01-28,0.95,High,0.05,0.4728,1513.74,Low,Personal Call,v2.3.1,0.78
18738,2026-01-28,0.0772,Low,0.4863,0.262,4024.62,Medium,Referral Program,v2.3.1,0.83
18739,2026-01-28,0.95,High,0.05,0.3676,1659.56,Low,Service Recovery,v2.3.1,0.77
18740,2026-01-28,0.1602,Low,0.385,0.3877,4534.75,Medium,Engagement Campaign,v2.3.1,0.83
18741,2026-01-28,0.1073,Low,0.4501,0.5883,176348.65,High,Engagement Campaign,v2.3.1,0.76
18742,2026-01-28,0.0267,Low,0.3372,0.215,1839.98,Low,Engagement Campaign,v2.3.1,0.8
18743,2026-01-28,0.1143,Low,0.2692,0.2123,3029.97,Medium,Referral Program,v2.3.1,0.81
18744,2026-01-28,0.2198,Low,0.4177,0.1793,3326.92,Medium,App Promotion,v2.3.1,0.93
18745,2026-01-28,0.0993,Low,0.2935,0.3945,3054.91,Medium,Engagement Campaign,v2.3.1,0.78
18746,2026-01-28,0.1533,Low,0.4424,0.4332,1956.72,Low,Engagement Campaign,v2.3.1,0.86
18747,2026-01-28,0.1622,Low,0.2353,0.5172,4591.45,Medium,Survey,v2.3.1,0.86
18748,2026-01-28,0.02,Low,0.3782,0.2362,497.17,Low,App Promotion,v2.3.1,0.92
18749,2026-01-28,0.106,Low,0.3449,0.3851,1195.38,Low,Survey,v2.3.1,0.84
18750,2026-01-28,0.0246,Low,0.3664,0.1838,2343.21,Medium,App Promotion,v2.3.1,0.95
18751,2026-01-28,0.02,Low,0.6185,0.3277,11676.51,High,5G Upgrade,v2.3.1,0.72
18752,2026-01-28,0.0741,Low,0.5607,0.1544,4728.26,Medium,Add-on Service,v2.3.1,0.79
18753,2026-01-28,0.2582,Medium,0.3444,0.4313,1066.56,Low,Survey,v2.3.1,0.71
18754,2026-01-28,0.186,Low,0.3772,0.579,1947.2,Low,Survey,v2.3.1,0.78
18755,2026-01-28,0.1054,Low,0.3803,0.1883,6029.9,Medium,Survey,v2.3.1,0.77
18756,2026-01-28,0.0533,Low,0.4,0.5166,2249.16,Medium,Engagement Campaign,v2.3.1,0.82
18757,2026-01-28,0.1021,Low,0.4169,0.5895,11910.13,High,App Promotion,v2.3.1,0.83
18758,2026-01-28,0.0875,Low,0.2975,0.2568,22252.4,High,Referral Program,v2.3.1,0.88
18759,2026-01-28,0.2667,Medium,0.136,0.5136,535.86,Low,App Promotion,v2.3.1,0.81
18760,2026-01-28,0.063,Low,0.3014,0.2818,3631.58,Medium,App Promotion,v2.3.1,0.94
18761,2026-01-28,0.2646,Medium,0.2179,0.4239,14613.14,High,Survey,v2.3.1,0.79
18762,2026-01-28,0.2441,Low,0.3838,0.2886,6488.93,Medium,Engagement Campaign,v2.3.1,0.94
18763,2026-01-28,0.1512,Low,0.2463,0.1716,960.04,Low,Survey,v2.3.1,0.95
18764,2026-01-28,0.02,Low,0.6289,0.5819,28083.47,High,Add-on Service,v2.3.1,0.71
18765,2026-01-28,0.0601,Low,0.3594,0.2834,2621.62,Medium,Engagement Campaign,v2.3.1,0.9
18766,2026-01-28,0.1448,Low,0.309,0.453,3627.97,Medium,Referral Program,v2.3.1,0.95
18767,2026-01-28,0.147,Low,0.2607,0.3664,10634.96,High,Engagement Campaign,v2.3.1,0.77
18768,2026-01-28,0.02,Low,0.4741,0.3238,17716.83,High,App Promotion,v2.3.1,0.75
18769,2026-01-28,0.0535,Low,0.5039,0.2819,4239.59,Medium,Add-on Service,v2.3.1,0.71
18770,2026-01-28,0.1092,Low,0.2443,0.488,25865.09,High,Survey,v2.3.1,0.86
18771,2026-01-28,0.102,Low,0.2747,0.2349,28079.42,High,App Promotion,v2.3.1,0.78
18772,2026-01-28,0.1805,Low,0.4244,0.1218,4431.71,Medium,App Promotion,v2.3.1,0.8
18773,2026-01-28,0.1695,Low,0.2504,0.3062,25908.95,High,Referral Program,v2.3.1,0.81
18774,2026-01-28,0.3919,Medium,0.0787,0.5984,2390.94,Medium,Engagement Campaign,v2.3.1,0.71
18775,2026-01-28,0.02,Low,0.4862,0.3656,4127.62,Medium,Survey,v2.3.1,0.84
18776,2026-01-28,0.3556,Medium,0.05,0.5108,1595.55,Low,Engagement Campaign,v2.3.1,0.88
18777,2026-01-28,0.1704,Low,0.1951,0.5289,9023.72,Medium,Survey,v2.3.1,0.82
18778,2026-01-28,0.2245,Low,0.2208,0.4983,3289.42,Medium,Engagement Campaign,v2.3.1,0.94
18779,2026-01-28,0.2535,Medium,0.1158,0.4616,3750.78,Medium,App Promotion,v2.3.1,0.86
18780,2026-01-28,0.1367,Low,0.4777,0.25,6381.77,Medium,Engagement Campaign,v2.3.1,0.91
18781,2026-01-28,0.0488,Low,0.4221,0.1197,9784.6,Medium,App Promotion,v2.3.1,0.73
18782,2026-01-28,0.02,Low,0.4211,0.1257,107578.85,High,Survey,v2.3.1,0.72
18783,2026-01-28,0.0672,Low,0.3215,0.4204,3519.65,Medium,Survey,v2.3.1,0.91
18784,2026-01-28,0.2374,Low,0.2317,0.536,3620.21,Medium,App Promotion,v2.3.1,0.77
18785,2026-01-28,0.2419,Low,0.3267,0.2047,3080.13,Medium,Survey,v2.3.1,0.92
18786,2026-01-28,0.95,High,0.05,0.1778,676.7,Low,Service Recovery,v2.3.1,0.87
18787,2026-01-28,0.1529,Low,0.3072,0.3312,2863.24,Medium,Survey,v2.3.1,0.75
18788,2026-01-28,0.1395,Low,0.3304,0.4192,3109.27,Medium,Referral Program,v2.3.1,0.71
18789,2026-01-28,0.2954,Medium,0.3033,0.2976,3961.41,Medium,Survey,v2.3.1,0.75
18790,2026-01-28,0.0645,Low,0.2893,0.5328,71509.82,High,Referral Program,v2.3.1,0.9
18791,2026-01-28,0.17,Low,0.3223,0.3089,2660.33,Medium,Referral Program,v2.3.1,0.77
18792,2026-01-28,0.1009,Low,0.258,0.5811,21099.68,High,Referral Program,v2.3.1,0.84
18793,2026-01-28,0.02,Low,0.4832,0.4624,10663.37,High,App Promotion,v2.3.1,0.85
18794,2026-01-28,0.1684,Low,0.3111,0.4592,8841.03,Medium,Survey,v2.3.1,0.89
18795,2026-01-28,0.2069,Low,0.2851,0.3327,905.33,Low,App Promotion,v2.3.1,0.9
18796,2026-01-28,0.0656,Low,0.3356,0.1294,1435.92,Low,Engagement Campaign,v2.3.1,0.83
18797,2026-01-28,0.1132,Low,0.508,0.1806,2162.23,Medium,Add-on Service,v2.3.1,0.88
18798,2026-01-28,0.1945,Low,0.3777,0.3107,1073.25,Low,App Promotion,v2.3.1,0.73
18799,2026-01-28,0.0887,Low,0.3921,0.3602,4094.41,Medium,App Promotion,v2.3.1,0.91
18800,2026-01-28,0.0652,Low,0.2964,0.1041,2492.38,Medium,App Promotion,v2.3.1,0.94
18801,2026-01-28,0.1583,Low,0.2731,0.1347,543.27,Low,Engagement Campaign,v2.3.1,0.78
18802,2026-01-28,0.03,Low,0.3436,0.2508,1724.59,Low,Engagement Campaign,v2.3.1,0.71
18803,2026-01-28,0.95,High,0.05,0.2504,262.97,Low,Retention Offer,v2.3.1,0.95
18804,2026-01-28,0.0609,Low,0.543,0.1647,2286.39,Medium,5G Upgrade,v2.3.1,0.74
18805,2026-01-28,0.0613,Low,0.3651,0.4375,8253.93,Medium,Engagement Campaign,v2.3.1,0.8
18806,2026-01-28,0.1382,Low,0.4035,0.5536,705.16,Low,Engagement Campaign,v2.3.1,0.95
18807,2026-01-28,0.186,Low,0.4053,0.5933,948.66,Low,Survey,v2.3.1,0.72
18808,2026-01-28,0.2283,Low,0.3079,0.386,542.08,Low,Referral Program,v2.3.1,0.73
18809,2026-01-28,0.0411,Low,0.5408,0.2813,655.99,Low,Plan Upgrade,v2.3.1,0.75
18810,2026-01-28,0.0207,Low,0.4791,0.5437,4046.09,Medium,Survey,v2.3.1,0.78
18811,2026-01-28,0.2442,Low,0.2235,0.3052,4103.29,Medium,App Promotion,v2.3.1,0.85
18812,2026-01-28,0.2267,Low,0.2611,0.5413,1636.75,Low,App Promotion,v2.3.1,0.72
18813,2026-01-28,0.0937,Low,0.301,0.207,2772.47,Medium,Referral Program,v2.3.1,0.74
18814,2026-01-28,0.3095,Medium,0.0774,0.2405,9287.18,Medium,Survey,v2.3.1,0.91
18815,2026-01-28,0.0947,Low,0.5039,0.5717,6547.4,Medium,Add-on Service,v2.3.1,0.92
18816,2026-01-28,0.238,Low,0.2517,0.4935,10678.65,High,Engagement Campaign,v2.3.1,0.86
18817,2026-01-28,0.95,High,0.05,0.1841,1430.87,Low,Retention Offer,v2.3.1,0.75
18818,2026-01-28,0.0828,Low,0.5428,0.1395,55471.44,High,Plan Upgrade,v2.3.1,0.86
18819,2026-01-28,0.1738,Low,0.1873,0.4071,3056.13,Medium,Survey,v2.3.1,0.94
18820,2026-01-28,0.02,Low,0.5029,0.5303,3685.44,Medium,5G Upgrade,v2.3.1,0.72
18821,2026-01-28,0.0901,Low,0.3718,0.2317,1225.65,Low,Survey,v2.3.1,0.77
18822,2026-01-28,0.0549,Low,0.4568,0.4319,2079.42,Medium,Referral Program,v2.3.1,0.77
18823,2026-01-28,0.2436,Low,0.3133,0.3937,3604.45,Medium,Referral Program,v2.3.1,0.78
18824,2026-01-28,0.1549,Low,0.4786,0.4832,2223.17,Medium,App Promotion,v2.3.1,0.78
18825,2026-01-28,0.1833,Low,0.4332,0.223,17678.17,High,Engagement Campaign,v2.3.1,0.82
18826,2026-01-28,0.2114,Low,0.3251,0.1648,25621.76,High,Survey,v2.3.1,0.78
18827,2026-01-28,0.0887,Low,0.3425,0.1029,1502.22,Low,App Promotion,v2.3.1,0.73
18828,2026-01-28,0.3043,Medium,0.305,0.3656,1457.33,Low,Survey,v2.3.1,0.74
18829,2026-01-28,0.1231,Low,0.3164,0.2845,2518.69,Medium,App Promotion,v2.3.1,0.94
18830,2026-01-28,0.1997,Low,0.2393,0.5802,1738.89,Low,App Promotion,v2.3.1,0.8
18831,2026-01-28,0.0319,Low,0.6072,0.3423,15654.01,High,Plan Upgrade,v2.3.1,0.79
18832,2026-01-28,0.1025,Low,0.3532,0.2101,1923.21,Low,Engagement Campaign,v2.3.1,0.86
18833,2026-01-28,0.0771,Low,0.3181,0.3497,1075.89,Low,Survey,v2.3.1,0.93
18834,2026-01-28,0.1349,Low,0.3574,0.1595,16734.41,High,Engagement Campaign,v2.3.1,0.94
18835,2026-01-28,0.0647,Low,0.4174,0.393,3147.7,Medium,Referral Program,v2.3.1,0.73
18836,2026-01-28,0.1449,Low,0.2288,0.5125,4342.58,Medium,App Promotion,v2.3.1,0.85
18837,2026-01-28,0.1365,Low,0.3687,0.4333,23669.07,High,App Promotion,v2.3.1,0.78
18838,2026-01-28,0.2397,Low,0.2706,0.1885,22241.37,High,Referral Program,v2.3.1,0.77
18839,2026-01-28,0.02,Low,0.4545,0.5613,16149.67,High,Engagement Campaign,v2.3.1,0.91
18840,2026-01-28,0.0892,Low,0.3089,0.138,2830.35,Medium,App Promotion,v2.3.1,0.82
18841,2026-01-28,0.02,Low,0.5234,0.3236,12468.65,High,Device Offer,v2.3.1,0.83
18842,2026-01-28,0.1324,Low,0.4167,0.5479,22663.17,High,Survey,v2.3.1,0.89
18843,2026-01-28,0.0589,Low,0.5168,0.356,2500.58,Medium,Plan Upgrade,v2.3.1,0.84
18844,2026-01-28,0.02,Low,0.5885,0.5202,3242.88,Medium,Plan Upgrade,v2.3.1,0.95
18845,2026-01-28,0.1653,Low,0.2001,0.1295,3561.59,Medium,App Promotion,v2.3.1,0.86
18846,2026-01-28,0.0628,Low,0.5568,0.2076,4542.85,Medium,Device Offer,v2.3.1,0.86
18847,2026-01-28,0.057,Low,0.3538,0.5685,2558.2,Medium,Survey,v2.3.1,0.76
18848,2026-01-28,0.052,Low,0.2985,0.5348,10911.12,High,App Promotion,v2.3.1,0.8
18849,2026-01-28,0.0353,Low,0.3971,0.4822,1549.57,Low,Engagement Campaign,v2.3.1,0.76
18850,2026-01-28,0.244,Low,0.2383,0.5486,3619.12,Medium,Referral Program,v2.3.1,0.81
18851,2026-01-28,0.0572,Low,0.35,0.3877,1689.44,Low,Survey,v2.3.1,0.7
18852,2026-01-28,0.95,High,0.05,0.2077,964.86,Low,Service Recovery,v2.3.1,0.78
18853,2026-01-28,0.1153,Low,0.4503,0.2346,164564.63,High,Survey,v2.3.1,0.91
18854,2026-01-28,0.0895,Low,0.4835,0.1748,1370.93,Low,Survey,v2.3.1,0.94
18855,2026-01-28,0.1298,Low,0.3884,0.4344,24088.71,High,App Promotion,v2.3.1,0.89
18856,2026-01-28,0.02,Low,0.6298,0.3475,14087.9,High,Add-on Service,v2.3.1,0.88
18857,2026-01-28,0.0456,Low,0.3903,0.4749,4357.63,Medium,Survey,v2.3.1,0.8
18858,2026-01-28,0.2857,Medium,0.3208,0.5019,13118.63,High,App Promotion,v2.3.1,0.8
18859,2026-01-28,0.1599,Low,0.407,0.2962,20012.86,High,Engagement Campaign,v2.3.1,0.74
18860,2026-01-28,0.0773,Low,0.4046,0.5276,27005.87,High,Referral Program,v2.3.1,0.93
18861,2026-01-28,0.0509,Low,0.4634,0.1785,14919.32,High,App Promotion,v2.3.1,0.81
18862,2026-01-28,0.95,High,0.05,0.2937,1774.44,Low,Retention Offer,v2.3.1,0.85
18863,2026-01-28,0.0937,Low,0.3402,0.5641,3207.86,Medium,Referral Program,v2.3.1,0.9
18864,2026-01-28,0.1895,Low,0.39,0.329,19584.17,High,Survey,v2.3.1,0.92
18865,2026-01-28,0.2046,Low,0.3586,0.4091,4379.37,Medium,Referral Program,v2.3.1,0.84
18866,2026-01-28,0.2174,Low,0.2384,0.3692,1019.8,Low,Engagement Campaign,v2.3.1,0.77
18867,2026-01-28,0.1918,Low,0.2359,0.5886,9359.38,Medium,Engagement Campaign,v2.3.1,0.83
18868,2026-01-28,0.95,High,0.05,0.3586,492.45,Low,Personal Call,v2.3.1,0.76
