equipment_id,site_id,equipment_type,equipment_name,vendor,model,serial_number,technology,frequency_band,power_watts,status,install_date,firmware_version
2407,263,RRU,RRU-LEI-MAC-0263-A,Nokia,Nokia AHFIB,SN189479909,5G,,112,Active,2023-02-04,v21.8.49
2408,263,Antenna,ANT-LEI-MAC-0263-A,Nokia,Nokia AirScale Antenna,SN745347846,5G,,0,Active,2023-02-04,
2409,263,gNodeB,gNB-LEI-MAC-0263-B,Nokia,Nokia AWHQA,SN252819463,5G NR,n78,61,Active,2023-02-04,v22.7.87
2410,263,RRU,RRU-LEI-MAC-0263-B,Nokia,Nokia AHHF,SN157964247,5G,,187,Active,2023-02-04,v23.2.21
2411,263,Antenna,ANT-LEI-MAC-0263-B,Nokia,Nokia AirScale Antenna,SN536071145,5G,,0,Active,2023-02-04,
2412,263,gNodeB,gNB-LEI-MAC-0263-C,Nokia,Nokia AWHQA,SN498303491,5G NR,n1,54,Active,2023-02-04,v22.4.89
2413,263,RRU,RRU-LEI-MAC-0263-C,Nokia,Nokia AHFIB,SN832923209,5G,,122,Active,2023-02-04,v18.1.85
2414,263,Antenna,ANT-LEI-MAC-0263-C,Nokia,Nokia AirScale Antenna,SN295679658,5G,,0,Active,2023-02-04,
2415,264,BBU,BBU-LEI-SMA-0264,Huawei,Huawei BBU3910,SN436883282,4G,,489,Active,2016-12-24,v20.0.1
2416,264,eNodeB,eNB-LEI-SMA-0264-A,Huawei,Huawei BTS3900,SN915556899,4G LTE,B7,55,Active,2016-12-24,v21.0.10
2417,264,RRU,RRU-LEI-SMA-0264-A,Huawei,Huawei RRU3971,SN219178680,4G,,143,Active,2016-12-24,v19.2.44
2418,264,Antenna,ANT-LEI-SMA-0264-A,Huawei,Huawei APUS13M,SN572612347,4G,,0,Active,2016-12-24,
2419,264,eNodeB,eNB-LEI-SMA-0264-B,Huawei,Huawei DBS3900,SN570365157,4G LTE,B20,39,Active,2016-12-24,v16.7.12
2420,264,RRU,RRU-LEI-SMA-0264-B,Huawei,Huawei RRU3971,SN856112323,4G,,124,Active,2016-12-24,v24.2.59
2421,264,Antenna,ANT-LEI-SMA-0264-B,Huawei,Huawei AAU3940,SN479960269,4G,,0,Active,2016-12-24,
2422,265,BBU,BBU-LEI-MAC-0265,Nokia,Nokia Cloud RAN,SN791396646,4G,,214,Active,2023-05-08,v19.1.6
2423,265,eNodeB,eNB-LEI-MAC-0265-A,Nokia,Nokia Flexi Multiradio 10,SN409071885,4G LTE,B7,60,Active,2023-05-08,v21.9.27
2424,265,RRU,RRU-LEI-MAC-0265-A,Nokia,Nokia AHHF,SN929853555,4G,,192,Active,2023-05-08,v18.3.88
2425,265,Antenna,ANT-LEI-MAC-0265-A,Nokia,Nokia AirScale Antenna,SN103225730,4G,,0,Active,2023-05-08,
2426,265,eNodeB,eNB-LEI-MAC-0265-B,Nokia,Nokia Flexi Zone,SN235352139,4G LTE,B1,60,Active,2023-05-08,v16.3.54
2427,265,RRU,RRU-LEI-MAC-0265-B,Nokia,Nokia AHFIB,SN643831212,4G,,178,Active,2023-05-08,v23.4.8
2428,265,Antenna,ANT-LEI-MAC-0265-B,Nokia,Nokia AirScale Antenna,SN682785263,4G,,0,Active,2023-05-08,
2429,265,eNodeB,eNB-LEI-MAC-0265-C,Nokia,Nokia Flexi Zone,SN337706453,4G LTE,B20,50,Active,2023-05-08,v18.9.78
2430,265,RRU,RRU-LEI-MAC-0265-C,Nokia,Nokia AHFIB,SN685665348,4G,,145,Active,2023-05-08,v20.3.47
2431,265,Antenna,ANT-LEI-MAC-0265-C,Nokia,Nokia MIMO Antenna 8T8R,SN257311688,4G,,0,Active,2023-05-08,
2432,266,BBU,BBU-LEI-ROO-0266,Nokia,Nokia AirScale Baseband,SN487992299,4G/5G,,398,Active,2022-12-25,v18.0.7
2433,266,gNodeB,gNB-LEI-ROO-0266-A,Nokia,Nokia AEQC,SN711382669,5G NR,n258,76,Active,2022-12-25,v20.0.50
2434,266,eNodeB,eNB-LEI-ROO-0266-A,Nokia,Nokia Flexi Zone,SN179121611,4G LTE,B20,47,Active,2022-12-25,v19.7.61
2435,266,RRU,RRU-LEI-ROO-0266-A,Nokia,Nokia AHHF,SN147340022,4G/5G,,199,Active,2022-12-25,v23.3.61
2436,266,Antenna,ANT-LEI-ROO-0266-A,Nokia,Nokia MIMO Antenna 8T8R,SN845593644,4G/5G,,0,Active,2022-12-25,
2437,266,gNodeB,gNB-LEI-ROO-0266-B,Nokia,Nokia AWHQA,SN869503997,5G NR,n77,53,Active,2022-12-25,v21.9.36
2438,266,eNodeB,eNB-LEI-ROO-0266-B,Nokia,Nokia Flexi Zone,SN341622302,4G LTE,B1,30,Active,2022-12-25,v16.6.62
2439,266,RRU,RRU-LEI-ROO-0266-B,Nokia,Nokia AHHF,SN504775916,4G/5G,,197,Active,2022-12-25,v24.2.42
2440,266,Antenna,ANT-LEI-ROO-0266-B,Nokia,Nokia MIMO Antenna 8T8R,SN108643561,4G/5G,,0,Active,2022-12-25,
2441,267,BBU,BBU-LEI-SMA-0267,Nokia,Nokia AirScale Baseband,SN272528958,4G/5G,,378,Active,2020-10-25,v24.0.9
2442,267,gNodeB,gNB-LEI-SMA-0267-A,Nokia,Nokia AEQC,SN507466706,5G NR,n77,60,Active,2020-10-25,v22.2.50
2443,267,eNodeB,eNB-LEI-SMA-0267-A,Nokia,Nokia Flexi Multiradio 10,SN213567378,4G LTE,B1,44,Active,2020-10-25,v20.4.23
2444,267,RRU,RRU-LEI-SMA-0267-A,Nokia,Nokia AHFIB,SN774026766,4G/5G,,123,Active,2020-10-25,v23.9.89
2445,267,Antenna,ANT-LEI-SMA-0267-A,Nokia,Nokia AirScale Antenna,SN334972432,4G/5G,,0,Active,2020-10-25,
2446,267,gNodeB,gNB-LEI-SMA-0267-B,Nokia,Nokia AirScale,SN455440732,5G NR,n28,46,Active,2020-10-25,v20.0.94
2447,267,eNodeB,eNB-LEI-SMA-0267-B,Nokia,Nokia Flexi Multiradio 10,SN790578165,4G LTE,B20,58,Active,2020-10-25,v19.0.45
2448,267,RRU,RRU-LEI-SMA-0267-B,Nokia,Nokia AHFIB,SN106032925,4G/5G,,181,Active,2020-10-25,v24.8.71
2449,267,Antenna,ANT-LEI-SMA-0267-B,Nokia,Nokia MIMO Antenna 8T8R,SN648077283,4G/5G,,0,Active,2020-10-25,
2450,268,BBU,BBU-LEI-SMA-0268,Huawei,Huawei BBU3910,SN360893196,5G,,207,Maintenance,2021-10-27,v19.1.11
2451,268,gNodeB,gNB-LEI-SMA-0268-A,Huawei,Huawei AAU5239,SN576818478,5G NR,n258,54,Maintenance,2021-10-27,v21.9.0
2452,268,RRU,RRU-LEI-SMA-0268-A,Huawei,Huawei RRU3971,SN828360188,5G,,142,Maintenance,2021-10-27,v21.5.96
2453,268,Antenna,ANT-LEI-SMA-0268-A,Huawei,Huawei APUS13M,SN447116699,5G,,0,Maintenance,2021-10-27,
2454,269,BBU,BBU-COV-MAC-0269,Ericsson,Ericsson Baseband 6630,SN194195977,4G,,287,Maintenance,2022-05-06,v22.9.98
2455,269,eNodeB,eNB-COV-MAC-0269-A,Ericsson,Ericsson RBS 6301,SN279837897,4G LTE,B1,42,Maintenance,2022-05-06,v16.3.30
2456,269,RRU,RRU-COV-MAC-0269-A,Ericsson,Ericsson Radio 4478,SN820519918,4G,,122,Maintenance,2022-05-06,v24.0.88
2457,269,Antenna,ANT-COV-MAC-0269-A,Ericsson,Ericsson AIR 6488,SN591315404,4G,,0,Maintenance,2022-05-06,
2458,269,eNodeB,eNB-COV-MAC-0269-B,Ericsson,Ericsson RBS 6301,SN659055230,4G LTE,B1,35,Maintenance,2022-05-06,v16.4.59
2459,269,RRU,RRU-COV-MAC-0269-B,Ericsson,Ericsson Radio 4478,SN126482884,4G,,188,Maintenance,2022-05-06,v22.2.0
2460,269,Antenna,ANT-COV-MAC-0269-B,Ericsson,Ericsson Antenna 8843,SN222980417,4G,,0,Maintenance,2022-05-06,
2461,269,eNodeB,eNB-COV-MAC-0269-C,Ericsson,Ericsson RBS 6601,SN274056391,4G LTE,B1,37,Maintenance,2022-05-06,v21.8.0
2462,269,RRU,RRU-COV-MAC-0269-C,Ericsson,Ericsson Radio 2219,SN302985659,4G,,155,Maintenance,2022-05-06,v23.2.12
2463,269,Antenna,ANT-COV-MAC-0269-C,Ericsson,Ericsson AIR 6488,SN172504595,4G,,0,Maintenance,2022-05-06,
2464,269,eNodeB,eNB-COV-MAC-0269-D,Ericsson,Ericsson RBS 6301,SN660765929,4G LTE,B20,48,Maintenance,2022-05-06,v19.0.87
2465,269,RRU,RRU-COV-MAC-0269-D,Ericsson,Ericsson Radio 4478,SN707247598,4G,,112,Maintenance,2022-05-06,v21.1.98
2466,269,Antenna,ANT-COV-MAC-0269-D,Ericsson,Ericsson AIR 6488,SN640234831,4G,,0,Maintenance,2022-05-06,
2467,269,eNodeB,eNB-COV-MAC-0269-E,Ericsson,Ericsson RBS 6301,SN675021545,4G LTE,B3,41,Maintenance,2022-05-06,v18.8.70
2468,269,RRU,RRU-COV-MAC-0269-E,Ericsson,Ericsson Radio 2219,SN884185895,4G,,175,Maintenance,2022-05-06,v20.9.95
2469,269,Antenna,ANT-COV-MAC-0269-E,Ericsson,Ericsson Antenna 8843,SN841168953,4G,,0,Maintenance,2022-05-06,
2470,269,eNodeB,eNB-COV-MAC-0269-F,Ericsson,Ericsson RBS 6301,SN855890305,4G LTE,B3,52,Maintenance,2022-05-06,v16.6.71
2471,269,RRU,RRU-COV-MAC-0269-F,Ericsson,Ericsson Radio 2219,SN861100122,4G,,106,Maintenance,2022-05-06,v24.5.30
2472,269,Antenna,ANT-COV-MAC-0269-F,Ericsson,Ericsson Antenna 8843,SN674428248,4G,,0,Maintenance,2022-05-06,
2473,270,BBU,BBU-COV-DAS-0270,Ericsson,Ericsson Baseband 6630,SN172121887,4G,,480,Active,2021-02-24,v21.9.19
2474,270,eNodeB,eNB-COV-DAS-0270-A,Ericsson,Ericsson Radio 4415,SN285089731,4G LTE,B7,55,Active,2021-02-24,v20.4.42
2475,270,RRU,RRU-COV-DAS-0270-A,Ericsson,Ericsson Radio 4478,SN157359761,4G,,184,Active,2021-02-24,v18.8.17
2476,270,Antenna,ANT-COV-DAS-0270-A,Ericsson,Ericsson AIR 6488,SN875652273,4G,,0,Active,2021-02-24,
2477,270,eNodeB,eNB-COV-DAS-0270-B,Ericsson,Ericsson RBS 6301,SN101309060,4G LTE,B3,31,Active,2021-02-24,v17.8.27
2478,270,RRU,RRU-COV-DAS-0270-B,Ericsson,Ericsson Radio 4478,SN676228471,4G,,116,Active,2021-02-24,v23.3.17
2479,270,Antenna,ANT-COV-DAS-0270-B,Ericsson,Ericsson AIR 6488,SN163522122,4G,,0,Active,2021-02-24,
2480,270,eNodeB,eNB-COV-DAS-0270-C,Ericsson,Ericsson RBS 6301,SN397882085,4G LTE,B20,38,Active,2021-02-24,v19.4.83
2481,270,RRU,RRU-COV-DAS-0270-C,Ericsson,Ericsson Radio 2219,SN885058034,4G,,116,Active,2021-02-24,v23.8.95
2482,270,Antenna,ANT-COV-DAS-0270-C,Ericsson,Ericsson AIR 6488,SN170908827,4G,,0,Active,2021-02-24,
2483,271,BBU,BBU-COV-SMA-0271,Ericsson,Ericsson Baseband 6648,SN486441343,4G/5G,,495,Active,2023-02-07,v22.3.89
2484,271,gNodeB,gNB-COV-SMA-0271-A,Ericsson,Ericsson AIR 6449,SN889972571,5G NR,n77,80,Active,2023-02-07,v20.2.4
2485,271,eNodeB,eNB-COV-SMA-0271-A,Ericsson,Ericsson Radio 4415,SN154446946,4G LTE,B3,38,Active,2023-02-07,v21.2.28
2486,271,RRU,RRU-COV-SMA-0271-A,Ericsson,Ericsson Radio 2219,SN240214044,4G/5G,,191,Active,2023-02-07,v21.7.45
2487,271,Antenna,ANT-COV-SMA-0271-A,Ericsson,Ericsson AIR 6488,SN846736540,4G/5G,,0,Active,2023-02-07,
2488,271,gNodeB,gNB-COV-SMA-0271-B,Ericsson,Ericsson AIR 6449,SN500431302,5G NR,n77,52,Active,2023-02-07,v20.2.64
2489,271,eNodeB,eNB-COV-SMA-0271-B,Ericsson,Ericsson RBS 6601,SN460202958,4G LTE,B7,58,Active,2023-02-07,v16.6.32
2490,271,RRU,RRU-COV-SMA-0271-B,Ericsson,Ericsson Radio 4478,SN311571648,4G/5G,,100,Active,2023-02-07,v23.0.44
2491,271,Antenna,ANT-COV-SMA-0271-B,Ericsson,Ericsson AIR 6488,SN989248079,4G/5G,,0,Active,2023-02-07,
2492,272,BBU,BBU-COV-MAC-0272,Ericsson,Ericsson Baseband 6648,SN590612024,4G/5G,,435,Active,2021-08-05,v20.6.74
2493,272,gNodeB,gNB-COV-MAC-0272-A,Ericsson,Ericsson AIR 6449,SN676888276,5G NR,n1,54,Active,2021-08-05,v21.1.87
2494,272,eNodeB,eNB-COV-MAC-0272-A,Ericsson,Ericsson RBS 6601,SN742328417,4G LTE,B3,32,Active,2021-08-05,v19.1.60
2495,272,RRU,RRU-COV-MAC-0272-A,Ericsson,Ericsson Radio 4478,SN506003375,4G/5G,,177,Active,2021-08-05,v18.2.74
2496,272,Antenna,ANT-COV-MAC-0272-A,Ericsson,Ericsson AIR 6488,SN228131366,4G/5G,,0,Active,2021-08-05,
2497,272,gNodeB,gNB-COV-MAC-0272-B,Ericsson,Ericsson AIR 6449,SN366225137,5G NR,n28,74,Active,2021-08-05,v22.1.79
2498,272,eNodeB,eNB-COV-MAC-0272-B,Ericsson,Ericsson RBS 6301,SN274163458,4G LTE,B7,34,Active,2021-08-05,v20.1.25
2499,272,RRU,RRU-COV-MAC-0272-B,Ericsson,Ericsson Radio 2219,SN550756345,4G/5G,,162,Active,2021-08-05,v18.8.7
2500,272,Antenna,ANT-COV-MAC-0272-B,Ericsson,Ericsson Antenna 8843,SN535791871,4G/5G,,0,Active,2021-08-05,
2501,272,gNodeB,gNB-COV-MAC-0272-C,Ericsson,Ericsson AIR 3246,SN522255656,5G NR,n258,69,Active,2021-08-05,v20.6.29
2502,272,eNodeB,eNB-COV-MAC-0272-C,Ericsson,Ericsson Radio 4415,SN264252076,4G LTE,B7,32,Active,2021-08-05,v20.8.50
2503,272,RRU,RRU-COV-MAC-0272-C,Ericsson,Ericsson Radio 4478,SN488340751,4G/5G,,107,Active,2021-08-05,v20.9.36
2504,272,Antenna,ANT-COV-MAC-0272-C,Ericsson,Ericsson Antenna 8843,SN422662742,4G/5G,,0,Active,2021-08-05,
2505,272,gNodeB,gNB-COV-MAC-0272-D,Ericsson,Ericsson AIR 6449,SN563303681,5G NR,n258,65,Active,2021-08-05,v21.4.77
2506,272,eNodeB,eNB-COV-MAC-0272-D,Ericsson,Ericsson RBS 6601,SN709405267,4G LTE,B3,43,Active,2021-08-05,v18.0.38
2507,272,RRU,RRU-COV-MAC-0272-D,Ericsson,Ericsson Radio 4478,SN279609980,4G/5G,,158,Active,2021-08-05,v19.2.21
2508,272,Antenna,ANT-COV-MAC-0272-D,Ericsson,Ericsson Antenna 8843,SN244621892,4G/5G,,0,Active,2021-08-05,
2509,272,gNodeB,gNB-COV-MAC-0272-E,Ericsson,Ericsson Radio 4422,SN194982824,5G NR,n78,58,Active,2021-08-05,v21.4.27
2510,272,eNodeB,eNB-COV-MAC-0272-E,Ericsson,Ericsson RBS 6301,SN989862087,4G LTE,B3,53,Active,2021-08-05,v18.8.89
2511,272,RRU,RRU-COV-MAC-0272-E,Ericsson,Ericsson Radio 4478,SN386211304,4G/5G,,186,Active,2021-08-05,v19.1.86
2512,272,Antenna,ANT-COV-MAC-0272-E,Ericsson,Ericsson AIR 6488,SN673164392,4G/5G,,0,Active,2021-08-05,
2513,272,gNodeB,gNB-COV-MAC-0272-F,Ericsson,Ericsson Radio 4422,SN837921927,5G NR,n1,79,Active,2021-08-05,v20.9.52
2514,272,eNodeB,eNB-COV-MAC-0272-F,Ericsson,Ericsson RBS 6601,SN877770137,4G LTE,B3,39,Active,2021-08-05,v22.1.84
2515,272,RRU,RRU-COV-MAC-0272-F,Ericsson,Ericsson Radio 4478,SN383113206,4G/5G,,128,Active,2021-08-05,v19.8.43
2516,272,Antenna,ANT-COV-MAC-0272-F,Ericsson,Ericsson AIR 6488,SN243857676,4G/5G,,0,Active,2021-08-05,
2517,273,BBU,BBU-COV-MAC-0273,Ericsson,Ericsson Baseband 6648,SN594923103,4G/5G,,295,Active,2022-01-18,v20.0.46
2518,273,gNodeB,gNB-COV-MAC-0273-A,Ericsson,Ericsson AIR 6419,SN363627860,5G NR,n77,56,Active,2022-01-18,v21.0.88
2519,273,eNodeB,eNB-COV-MAC-0273-A,Ericsson,Ericsson RBS 6601,SN184487999,4G LTE,B20,52,Active,2022-01-18,v22.5.85
2520,273,RRU,RRU-COV-MAC-0273-A,Ericsson,Ericsson Radio 4478,SN535582478,4G/5G,,103,Active,2022-01-18,v20.4.47
2521,273,Antenna,ANT-COV-MAC-0273-A,Ericsson,Ericsson Antenna 8843,SN935759851,4G/5G,,0,Active,2022-01-18,
2522,273,gNodeB,gNB-COV-MAC-0273-B,Ericsson,Ericsson Radio 4422,SN824925532,5G NR,n1,57,Active,2022-01-18,v23.5.58
2523,273,eNodeB,eNB-COV-MAC-0273-B,Ericsson,Ericsson RBS 6301,SN874968535,4G LTE,B1,54,Active,2022-01-18,v21.5.25
2524,273,RRU,RRU-COV-MAC-0273-B,Ericsson,Ericsson Radio 4478,SN357621981,4G/5G,,155,Active,2022-01-18,v20.9.60
2525,273,Antenna,ANT-COV-MAC-0273-B,Ericsson,Ericsson Antenna 8843,SN522010027,4G/5G,,0,Active,2022-01-18,
2526,273,gNodeB,gNB-COV-MAC-0273-C,Ericsson,Ericsson Radio 4422,SN934212299,5G NR,n1,72,Active,2022-01-18,v23.1.55
2527,273,eNodeB,eNB-COV-MAC-0273-C,Ericsson,Ericsson RBS 6601,SN235799523,4G LTE,B1,32,Active,2022-01-18,v17.5.36
2528,273,RRU,RRU-COV-MAC-0273-C,Ericsson,Ericsson Radio 4478,SN123757620,4G/5G,,168,Active,2022-01-18,v23.0.73
2529,273,Antenna,ANT-COV-MAC-0273-C,Ericsson,Ericsson Antenna 8843,SN763921816,4G/5G,,0,Active,2022-01-18,
2530,274,BBU,BBU-COV-SMA-0274,Ericsson,Ericsson Baseband 6648,SN645509776,4G/5G,,244,Active,2024-12-31,v24.5.23
2531,274,gNodeB,gNB-COV-SMA-0274-A,Ericsson,Ericsson Radio 4422,SN253110618,5G NR,n1,60,Active,2024-12-31,v22.9.48
2532,274,eNodeB,eNB-COV-SMA-0274-A,Ericsson,Ericsson RBS 6301,SN579623601,4G LTE,B1,35,Active,2024-12-31,v16.3.1
2533,274,RRU,RRU-COV-SMA-0274-A,Ericsson,Ericsson Radio 4478,SN396550191,4G/5G,,117,Active,2024-12-31,v19.5.99
2534,274,Antenna,ANT-COV-SMA-0274-A,Ericsson,Ericsson AIR 6488,SN385287934,4G/5G,,0,Active,2024-12-31,
2535,274,gNodeB,gNB-COV-SMA-0274-B,Ericsson,Ericsson AIR 6419,SN231576116,5G NR,n258,58,Active,2024-12-31,v20.4.83
2536,274,eNodeB,eNB-COV-SMA-0274-B,Ericsson,Ericsson Radio 4415,SN366086508,4G LTE,B3,55,Active,2024-12-31,v17.6.14
2537,274,RRU,RRU-COV-SMA-0274-B,Ericsson,Ericsson Radio 4478,SN934030629,4G/5G,,140,Active,2024-12-31,v20.3.91
2538,274,Antenna,ANT-COV-SMA-0274-B,Ericsson,Ericsson AIR 6488,SN586195859,4G/5G,,0,Active,2024-12-31,
2539,274,gNodeB,gNB-COV-SMA-0274-C,Ericsson,Ericsson Radio 4422,SN806291781,5G NR,n77,69,Active,2024-12-31,v21.1.87
2540,274,eNodeB,eNB-COV-SMA-0274-C,Ericsson,Ericsson RBS 6601,SN673547682,4G LTE,B20,50,Active,2024-12-31,v21.1.63
2541,274,RRU,RRU-COV-SMA-0274-C,Ericsson,Ericsson Radio 4478,SN279327988,4G/5G,,118,Active,2024-12-31,v18.1.47
2542,274,Antenna,ANT-COV-SMA-0274-C,Ericsson,Ericsson Antenna 8843,SN199190212,4G/5G,,0,Active,2024-12-31,
2543,275,BBU,BBU-COV-MAC-0275,Huawei,Huawei BBU3910,SN441810296,5G,,280,Active,2019-05-10,v19.5.84
2544,275,gNodeB,gNB-COV-MAC-0275-A,Huawei,Huawei AAU5239,SN564871767,5G NR,n77,72,Active,2019-05-10,v23.4.34
2545,275,RRU,RRU-COV-MAC-0275-A,Huawei,Huawei RRU3971,SN152193976,5G,,114,Active,2019-05-10,v21.3.82
2546,275,Antenna,ANT-COV-MAC-0275-A,Huawei,Huawei AAU3940,SN795897174,5G,,0,Active,2019-05-10,
2547,275,gNodeB,gNB-COV-MAC-0275-B,Huawei,Huawei AAU5611,SN842493520,5G NR,n78,73,Active,2019-05-10,v23.5.94
2548,275,RRU,RRU-COV-MAC-0275-B,Huawei,Huawei RRU5301,SN338976699,5G,,156,Active,2019-05-10,v21.7.16
2549,275,Antenna,ANT-COV-MAC-0275-B,Huawei,Huawei APUS13M,SN529824220,5G,,0,Active,2019-05-10,
2550,275,gNodeB,gNB-COV-MAC-0275-C,Huawei,Huawei AAU5611,SN536731210,5G NR,n28,52,Active,2019-05-10,v21.7.0
2551,275,RRU,RRU-COV-MAC-0275-C,Huawei,Huawei RRU5301,SN399206042,5G,,107,Active,2019-05-10,v23.0.97
2552,275,Antenna,ANT-COV-MAC-0275-C,Huawei,Huawei APUS13M,SN975412150,5G,,0,Active,2019-05-10,
2553,275,gNodeB,gNB-COV-MAC-0275-D,Huawei,Huawei AAU5613,SN676609989,5G NR,n258,44,Active,2019-05-10,v20.5.41
2554,275,RRU,RRU-COV-MAC-0275-D,Huawei,Huawei RRU5301,SN139048281,5G,,103,Active,2019-05-10,v19.7.87
2555,275,Antenna,ANT-COV-MAC-0275-D,Huawei,Huawei AAU3940,SN883282022,5G,,0,Active,2019-05-10,
2556,275,gNodeB,gNB-COV-MAC-0275-E,Huawei,Huawei AAU5613,SN431988918,5G NR,n78,51,Active,2019-05-10,v22.7.84
2557,275,RRU,RRU-COV-MAC-0275-E,Huawei,Huawei RRU5301,SN228757852,5G,,154,Active,2019-05-10,v18.9.38
2558,275,Antenna,ANT-COV-MAC-0275-E,Huawei,Huawei AAU3940,SN715967316,5G,,0,Active,2019-05-10,
2559,275,gNodeB,gNB-COV-MAC-0275-F,Huawei,Huawei AAU5611,SN925964494,5G NR,n78,53,Active,2019-05-10,v23.8.80
2560,275,RRU,RRU-COV-MAC-0275-F,Huawei,Huawei RRU5301,SN630833402,5G,,121,Active,2019-05-10,v18.3.15
2561,275,Antenna,ANT-COV-MAC-0275-F,Huawei,Huawei AAU3940,SN505964020,5G,,0,Active,2019-05-10,
2562,276,BBU,BBU-COV-DAS-0276,Ericsson,Ericsson Baseband 6648,SN476952556,4G/5G,,278,Active,2021-10-09,v22.6.22
2563,276,gNodeB,gNB-COV-DAS-0276-A,Ericsson,Ericsson AIR 6449,SN792429622,5G NR,n1,51,Active,2021-10-09,v24.7.31
2564,276,eNodeB,eNB-COV-DAS-0276-A,Ericsson,Ericsson RBS 6301,SN872166930,4G LTE,B3,41,Active,2021-10-09,v20.5.84
2565,276,RRU,RRU-COV-DAS-0276-A,Ericsson,Ericsson Radio 2219,SN351933427,4G/5G,,118,Active,2021-10-09,v19.2.81
2566,276,Antenna,ANT-COV-DAS-0276-A,Ericsson,Ericsson Antenna 8843,SN343566988,4G/5G,,0,Active,2021-10-09,
2567,277,BBU,BBU-COV-RUR-0277,Huawei,Huawei BBU5900,SN660721366,4G/5G,,289,Active,2021-11-03,v18.4.46
2568,277,gNodeB,gNB-COV-RUR-0277-A,Huawei,Huawei AAU5239,SN939514385,5G NR,n77,62,Active,2021-11-03,v21.2.29
2569,277,eNodeB,eNB-COV-RUR-0277-A,Huawei,Huawei DBS3900,SN193531083,4G LTE,B7,46,Active,2021-11-03,v18.0.60
2570,277,RRU,RRU-COV-RUR-0277-A,Huawei,Huawei RRU3971,SN198395588,4G/5G,,106,Active,2021-11-03,v22.7.5
2571,277,Antenna,ANT-COV-RUR-0277-A,Huawei,Huawei AAU3940,SN517782164,4G/5G,,0,Active,2021-11-03,
2572,277,gNodeB,gNB-COV-RUR-0277-B,Huawei,Huawei AAU5611,SN946014274,5G NR,n258,47,Active,2021-11-03,v24.2.25
2573,277,eNodeB,eNB-COV-RUR-0277-B,Huawei,Huawei DBS3900,SN205946419,4G LTE,B20,30,Active,2021-11-03,v19.1.19
2574,277,RRU,RRU-COV-RUR-0277-B,Huawei,Huawei RRU3971,SN207134399,4G/5G,,145,Active,2021-11-03,v23.8.28
2575,277,Antenna,ANT-COV-RUR-0277-B,Huawei,Huawei AAU3940,SN858155125,4G/5G,,0,Active,2021-11-03,
2576,277,gNodeB,gNB-COV-RUR-0277-C,Huawei,Huawei AAU5613,SN815348960,5G NR,n258,80,Active,2021-11-03,v23.4.68
2577,277,eNodeB,eNB-COV-RUR-0277-C,Huawei,Huawei DBS3900,SN613760094,4G LTE,B7,36,Active,2021-11-03,v18.7.96
2578,277,RRU,RRU-COV-RUR-0277-C,Huawei,Huawei RRU3971,SN240686092,4G/5G,,118,Active,2021-11-03,v19.3.88
2579,277,Antenna,ANT-COV-RUR-0277-C,Huawei,Huawei AAU3940,SN252078773,4G/5G,,0,Active,2021-11-03,
2580,278,BBU,BBU-REA-MAC-0278,Ericsson,Ericsson Baseband 6630,SN864580285,5G,,460,Active,2024-04-30,v18.1.96
2581,278,gNodeB,gNB-REA-MAC-0278-A,Ericsson,Ericsson AIR 3246,SN265322598,5G NR,n28,62,Active,2024-04-30,v24.9.19
2582,278,RRU,RRU-REA-MAC-0278-A,Ericsson,Ericsson Radio 2219,SN291811319,5G,,193,Active,2024-04-30,v20.6.7
2583,278,Antenna,ANT-REA-MAC-0278-A,Ericsson,Ericsson Antenna 8843,SN296538210,5G,,0,Active,2024-04-30,
2584,278,gNodeB,gNB-REA-MAC-0278-B,Ericsson,Ericsson AIR 3246,SN498992396,5G NR,n77,43,Active,2024-04-30,v23.3.81
2585,278,RRU,RRU-REA-MAC-0278-B,Ericsson,Ericsson Radio 4478,SN957638433,5G,,131,Active,2024-04-30,v18.1.68
2586,278,Antenna,ANT-REA-MAC-0278-B,Ericsson,Ericsson AIR 6488,SN391581061,5G,,0,Active,2024-04-30,
2587,278,gNodeB,gNB-REA-MAC-0278-C,Ericsson,Ericsson Radio 4422,SN396116208,5G NR,n258,46,Active,2024-04-30,v21.0.62
2588,278,RRU,RRU-REA-MAC-0278-C,Ericsson,Ericsson Radio 4478,SN346010547,5G,,171,Active,2024-04-30,v20.1.83
2589,278,Antenna,ANT-REA-MAC-0278-C,Ericsson,Ericsson Antenna 8843,SN259447603,5G,,0,Active,2024-04-30,
2590,279,BBU,BBU-REA-MAC-0279,Ericsson,Ericsson Baseband 6630,SN808660307,4G/5G,,236,Active,2022-11-23,v19.6.22
2591,279,gNodeB,gNB-REA-MAC-0279-A,Ericsson,Ericsson Radio 4422,SN646231770,5G NR,n78,58,Active,2022-11-23,v23.3.73
2592,279,eNodeB,eNB-REA-MAC-0279-A,Ericsson,Ericsson Radio 4415,SN805288365,4G LTE,B7,41,Active,2022-11-23,v19.1.40
2593,279,RRU,RRU-REA-MAC-0279-A,Ericsson,Ericsson Radio 4478,SN949065814,4G/5G,,160,Active,2022-11-23,v18.5.40
2594,279,Antenna,ANT-REA-MAC-0279-A,Ericsson,Ericsson Antenna 8843,SN710612252,4G/5G,,0,Active,2022-11-23,
